head	O	art	eve	geo	gpe	nat	org	per	tim
06-Apr	0.000061554560423	0.000112956060093	0.000113019891501	0.000177777777778	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
06-Feb	0.000092331840635	0.000112956060093	0.000113019891501	0.000177777777778	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
06-Jul	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
06-Mar	0.000076943200529	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
07-Feb	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
07-May	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1	0.000076943200529	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000682261208577
1,00,000	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1,000	0.000092331840635	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1,050	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1,11,000	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1,200	0.000076943200529	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1,254	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1,300	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1,31,000	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1,38,000	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1,50,000	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1,600	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1,80,000	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1.08	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1.16	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1.2	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1.24	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1.3	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1.4	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1.5	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1.6	0.000061554560423	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1.7	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1.8	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
10	0.000276995521906	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000682261208577
10,000	0.000061554560423	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
10-day	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
10-kilometer	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
10-month-old	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
10-year	0.000061554560423	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
100	0.000138497760953	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
100-million	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
103	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
103.9	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
104	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
108	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
10th	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000292397660819
11	0.000107720480741	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000487329434698
11,700	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
110	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
119	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
11th	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
12	0.000184663681270	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000292397660819
12,000	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
12-member	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
12-month	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
12-year-old	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
120	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
123	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
12th	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
13	0.000123109120847	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000682261208577
13,000	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
13-year	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
13-year-old	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
130	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
135	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
138.28	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
13th	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
14	0.000200052321376	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000389863547758
14-year	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
140	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
145.85	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
146	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
15	0.000123109120847	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000292397660819
150	0.000061554560423	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
150-thousand	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
156	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
15th	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
16	0.000092331840635	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000487329434698
16,000	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
16-year-old	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
160	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1632	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1657	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
167	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
16th	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
17	0.000107720480741	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000584795321637
17.09	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
171	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
177	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1772	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1783	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1795	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
18	0.000092331840635	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000584795321637
18,000	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
182	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1824	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1834	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1845	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
185	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1853	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1864	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1885	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1886	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1890s	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
18th	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
19	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000292397660819
1902	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
191	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
1910	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1917	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1918	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1937	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1940	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1947	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1948	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000292397660819
1954	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1960	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1960s	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1961	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000389863547758
1962	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000292397660819
1967	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000292397660819
1968	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1970s	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000292397660819
1973	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1974	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000389863547758
1975	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000292397660819
1976	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000389863547758
1979	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1980	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000389863547758
1980s	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000389863547758
1982	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000292397660819
1983	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1984	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1985	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1988	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000389863547758
1989	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000292397660819
1990	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000779727095517
1990s	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000779727095517
1991	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000389863547758
1992	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000292397660819
1994	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000292397660819
1995	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.001267056530214
1996	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000292397660819
1997	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
1998	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000584795321637
1999	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000389863547758
19th	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000487329434698
2	0.000061554560423	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000194931773879
2,00,000	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
2,000	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
2,012	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
2,20,000	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
2,300	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
2,50,000	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
2,500	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
2,75,000	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
2.3	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
2.43	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
2.5	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
20	0.000261606881800	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000389863547758
20,000	0.000061554560423	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
20-year	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
20-year-old	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.000090033312326	0.000097465886940
20/20	0.000015388640106	0.000225912120185	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
200	0.000153886401059	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
2000	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.001169590643275
2001	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.001072124756335
